Date,Product_ID,Product_Name,Salesperson_ID,Region,Units_Sold,Unit_Price,Total_Sale,Month,Salesperson_Experience
2023-01-24,1449,Product_1449,31,West,66,139,9174,1,18
2023-07-24,1500,Product_1500,6,North,16,312,4992,7,17
2021-10-24,1930,Product_1930,95,South,57,164,9348,10,6
2022-05-25,1076,Product_1076,34,North,4,294,1176,5,6
2023-03-06,1614,Product_1614,93,East,23,153,3519,3,17
2022-11-21,1225,Product_1225,67,West,46,39,1794,11,27
2022-11-16,1225,Product_1225,62,East,33,39,1287,11,21
2022-05-14,1738,Product_1738,86,South,101,266,26866,5,28
2021-11-03,1607,Product_1607,12,East,92,132,12144,11,8
2023-04-26,1940,Product_1940,38,East,13,230,2990,4,7
2023-01-23,1075,Product_1075,83,North,62,455,28210,1,14
2023-09-10,1032,Product_1032,7,North,33,468,15444,9,1
2023-05-17,1593,Product_1593,64,West,13,409,5317,5,2
2022-06-17,1068,Product_1068,87,East,117,248,29016,6,11
2023-05-06,1850,Product_1850,77,West,125,85,10625,5,30
2022-01-23,1414,Product_1414,4,West,154,123,18942,1,25
2023-02-16,1730,Product_1730,21,South,63,495,31185,2,29
2022-11-30,1447,Product_1447,78,South,92,180,16560,11,3
2022-06-07,1361,Product_1361,36,East,98,41,4018,6,13
2023-08-05,1869,Product_1869,7,South,96,297,28512,8,1
2022-04-08,1369,Product_1369,77,East,84,104,8736,4,30
2023-04-13,1398,Product_1398,35,East,15,450,6750,4,15
2021-11-24,1813,Product_1813,49,North,117,47,5499,11,16
2023-03-28,1119,Product_1119,97,North,27,312,8424,3,3
2022-03-28,1047,Product_1047,11,West,130,427,55510,3,17
2023-09-18,1067,Product_1067,89,South,139,492,68388,9,24
2022-06-19,1338,Product_1338,24,West,95,479,45505,6,7
2022-01-13,1084,Product_1084,22,South,94,65,6110,1,11
2023-05-20,1893,Product_1893,43,East,107,175,18725,5,7
2023-09-01,1935,Product_1935,51,North,68,325,22100,9,3
2023-04-29,1376,Product_1376,49,North,4,70,280,4,16
2023-05-16,1384,Product_1384,22,West,9,197,1773,5,11
2023-07-27,1275,Product_1275,79,North,97,475,46075,7,4
2021-11-16,1767,Product_1767,18,East,119,103,12257,11,28
2023-07-01,1917,Product_1917,44,West,43,253,10879,7,20
2023-04-28,1949,Product_1949,32,North,65,34,2210,4,23
2022-09-24,1204,Product_1204,58,North,20,323,6460,9,20
2022-09-15,1744,Product_1744,56,South,27,300,8100,9,27
2023-07-21,1064,Product_1064,74,North,92,419,38548,7,14
2023-03-09,1910,Product_1910,9,South,40,437,17480,3,1
2022-10-02,1828,Product_1828,63,South,67,114,7638,10,1
2023-02-04,1078,Product_1078,89,South,130,431,56030,2,24
2022-06-07,1525,Product_1525,4,East,12,490,5880,6,25
2022-04-27,1324,Product_1324,38,West,6,443,2658,4,7
2022-06-01,1377,Product_1377,42,West,19,433,8227,6,5
2022-11-08,1816,Product_1816,7,South,67,290,19430,11,1
2022-10-31,1901,Product_1901,42,North,2,331,662,10,5
2022-07-29,1680,Product_1680,60,West,95,396,37620,7,26
2023-07-14,1670,Product_1670,90,North,3,97,291,7,14
2023-07-09,1627,Product_1627,20,West,112,488,54656,7,10
2022-07-05,1345,Product_1345,63,West,7,156,1092,7,1
2022-10-13,1703,Product_1703,21,South,78,262,20436,10,29
2023-09-29,1856,Product_1856,5,East,48,278,13344,9,27
2023-01-18,1434,Product_1434,30,North,40,419,16760,1,7
2022-12-04,1954,Product_1954,63,North,60,238,14280,12,1
2023-07-30,1694,Product_1694,59,South,91,213,19383,7,6
2022-09-02,1884,Product_1884,38,South,70,183,12810,9,7
2023-08-27,1377,Product_1377,36,East,60,433,25980,8,13
2022-06-01,1944,Product_1944,38,South,92,304,27968,6,7
2022-06-10,1742,Product_1742,23,South,24,220,5280,6,19
2023-09-03,1679,Product_1679,23,North,75,213,15975,9,19
2023-08-14,1014,Product_1014,58,West,47,102,4794,8,20
2022-10-28,1453,Product_1453,48,South,101,256,25856,10,27
2023-08-22,1192,Product_1192,6,West,57,446,25422,8,17
2023-06-19,1232,Product_1232,46,North,79,400,31600,6,29
2023-02-03,1262,Product_1262,87,West,76,105,7980,2,11
2022-06-09,1445,Product_1445,15,South,140,311,43540,6,19
2023-09-11,1053,Product_1053,1,East,11,223,2453,9,29
2022-02-09,1691,Product_1691,92,North,79,454,35866,2,20
2023-02-28,1946,Product_1946,74,East,109,218,23762,2,14
2023-01-04,1003,Product_1003,33,North,54,396,21384,1,20
2023-05-06,1256,Product_1256,24,North,103,454,46762,5,7
2022-07-14,1360,Product_1360,70,East,76,450,34200,7,5
2023-03-13,1833,Product_1833,14,South,60,431,25860,3,25
2022-11-09,1239,Product_1239,96,South,40,433,17320,11,18
2022-11-10,1481,Product_1481,83,North,101,489,49389,11,14
2022-02-09,1674,Product_1674,70,East,31,63,1953,2,5
2023-06-24,1460,Product_1460,84,South,80,145,11600,6,21
2023-07-06,1848,Product_1848,89,South,121,10,1210,7,24
2022-01-08,1137,Product_1137,84,South,87,405,35235,1,21
2023-09-18,1450,Product_1450,38,East,75,272,20400,9,7
2022-02-09,1323,Product_1323,11,West,5,465,2325,2,17
2021-10-21,1472,Product_1472,63,West,20,356,7120,10,1
2023-07-23,1740,Product_1740,32,South,77,38,2926,7,23
2022-05-27,1613,Product_1613,29,South,126,120,15120,5,24
2023-05-08,1476,Product_1476,30,West,80,335,26800,5,7
2022-06-01,1192,Product_1192,29,North,84,446,37464,6,24
2022-11-08,1306,Product_1306,86,North,75,143,10725,11,28
2022-11-26,1541,Product_1541,11,East,64,293,18752,11,17
2023-07-19,1806,Product_1806,49,North,115,270,31050,7,16
2022-02-26,1758,Product_1758,84,South,111,335,37185,2,21
2021-12-11,1905,Product_1905,78,North,74,100,7400,12,3
2023-09-03,1220,Product_1220,91,West,19,245,4655,9,19
2023-10-19,1171,Product_1171,64,North,85,122,10370,10,2
2023-08-22,1159,Product_1159,38,South,99,302,29898,8,7
2023-09-29,1171,Product_1171,60,South,133,122,16226,9,26
2022-12-09,1062,Product_1062,68,West,129,184,23736,12,25
2022-06-23,1572,Product_1572,7,East,5,91,455,6,1
2023-01-01,1064,Product_1064,94,East,51,419,21369,1,27
2022-05-10,1168,Product_1168,74,South,116,156,18096,5,14
2022-04-21,1080,Product_1080,7,North,42,189,7938,4,1
2022-02-19,1758,Product_1758,5,West,64,335,21440,2,27
2022-11-24,1267,Product_1267,68,East,148,13,1924,11,25
2022-08-09,1379,Product_1379,47,North,28,274,7672,8,20
2022-07-26,1769,Product_1769,36,West,57,260,14820,7,13
2023-06-21,1072,Product_1072,15,North,16,183,2928,6,19
2022-05-05,1331,Product_1331,39,South,43,73,3139,5,3
2023-03-14,1187,Product_1187,38,East,11,135,1485,3,7
2022-03-12,1024,Product_1024,36,East,2,156,312,3,13
2023-06-20,1227,Product_1227,2,South,84,32,2688,6,23
2022-05-08,1117,Product_1117,15,East,22,458,10076,5,19
2022-02-20,1444,Product_1444,84,South,65,88,5720,2,21
2022-04-24,1107,Product_1107,55,South,55,83,4565,4,9
2022-09-10,1241,Product_1241,98,South,53,81,4293,9,14
2023-01-26,1610,Product_1610,77,North,74,128,9472,1,30
2022-10-03,1533,Product_1533,60,South,112,123,13776,10,26
2023-08-10,1480,Product_1480,25,South,60,77,4620,8,2
2022-11-26,1502,Product_1502,14,South,85,384,32640,11,25
2022-09-30,1497,Product_1497,9,West,84,364,30576,9,1
2023-03-14,1055,Product_1055,49,South,114,29,3306,3,16
2022-03-15,1148,Product_1148,35,South,33,295,9735,3,15
2022-03-16,1310,Product_1310,86,South,19,398,7562,3,28
2023-09-30,1551,Product_1551,5,East,29,270,7830,9,27
2023-02-20,1946,Product_1946,78,West,68,218,14824,2,3
2023-07-21,1661,Product_1661,17,East,83,397,32951,7,3
2023-04-23,1923,Product_1923,69,North,62,373,23126,4,8
2022-09-22,1120,Product_1120,77,South,108,366,39528,9,30
2023-07-22,1771,Product_1771,54,East,93,51,4743,7,22
2023-02-04,1025,Product_1025,47,South,21,379,7959,2,20
2022-03-19,1982,Product_1982,95,West,77,206,15862,3,6
2022-12-08,1111,Product_1111,49,South,108,116,12528,12,16
2022-08-13,1510,Product_1510,74,East,128,492,62976,8,14
2023-06-22,1880,Product_1880,62,East,136,156,21216,6,21
2022-07-09,1955,Product_1955,23,West,8,437,3496,7,19
2022-03-12,1022,Product_1022,93,West,39,262,10218,3,17
2022-09-30,1680,Product_1680,16,East,42,396,16632,9,28
2023-07-05,1825,Product_1825,81,North,78,52,4056,7,2
2023-05-14,1263,Product_1263,7,East,1,164,164,5,1
2021-10-21,1115,Product_1115,43,South,91,345,31395,10,7
2022-08-19,1479,Product_1479,78,North,30,147,4410,8,3
2022-06-30,1306,Product_1306,44,West,109,143,15587,6,20
2023-08-02,1230,Product_1230,9,East,15,146,2190,8,1
2023-01-15,1700,Product_1700,71,West,46,134,6164,1,1
2021-11-25,1491,Product_1491,78,North,67,117,7839,11,3
2022-03-28,1768,Product_1768,80,East,54,122,6588,3,21
2021-10-28,1119,Product_1119,60,South,87,312,27144,10,26
2022-06-09,1285,Product_1285,10,West,71,27,1917,6,13
2022-01-26,1987,Product_1987,5,East,119,431,51289,1,27
2023-08-09,1784,Product_1784,51,East,18,455,8190,8,3
2022-05-15,1406,Product_1406,7,North,80,168,13440,5,1
2022-02-27,1357,Product_1357,22,East,109,195,21255,2,11
2022-11-27,1889,Product_1889,24,East,82,383,31406,11,7
2022-03-20,1151,Product_1151,42,West,62,355,22010,3,5
2021-12-12,1597,Product_1597,22,East,27,22,594,12,11
2022-02-16,1324,Product_1324,35,North,9,443,3987,2,15
2023-08-23,1856,Product_1856,55,East,86,278,23908,8,9
2023-07-09,1947,Product_1947,3,East,4,254,1016,7,28
2023-05-29,1838,Product_1838,71,North,55,91,5005,5,1
2023-07-06,1245,Product_1245,19,South,93,132,12276,7,29
2022-12-13,1825,Product_1825,42,North,70,52,3640,12,5
2022-12-15,1917,Product_1917,46,South,14,253,3542,12,29
2022-01-31,1314,Product_1314,72,South,92,397,36524,1,11
2022-06-30,1939,Product_1939,87,South,61,375,22875,6,11
2022-06-03,1804,Product_1804,20,West,85,192,16320,6,10
2022-02-08,1161,Product_1161,33,South,82,421,34522,2,20
2023-03-13,1611,Product_1611,6,South,10,312,3120,3,17
2023-02-04,1368,Product_1368,15,East,75,24,1800,2,19
2022-01-26,1184,Product_1184,69,West,87,107,9309,1,8
2022-03-21,1952,Product_1952,78,North,37,391,14467,3,3
2022-09-22,1935,Product_1935,73,North,77,325,25025,9,26
2023-09-25,1275,Product_1275,90,East,31,475,14725,9,14
2022-03-31,1996,Product_1996,96,North,108,362,39096,3,18
2023-10-09,1528,Product_1528,31,North,9,410,3690,10,18
2023-08-31,1435,Product_1435,6,North,54,414,22356,8,17
2022-03-29,1259,Product_1259,1,West,84,173,14532,3,29
2023-05-22,1958,Product_1958,19,North,59,337,19883,5,29
2022-11-21,1244,Product_1244,15,West,48,448,21504,11,19
2022-07-23,1817,Product_1817,34,West,83,390,32370,7,6
2023-03-07,1337,Product_1337,64,West,55,264,14520,3,2
2022-11-15,1987,Product_1987,83,North,87,431,37497,11,14
2022-03-03,1049,Product_1049,49,North,44,108,4752,3,16
2022-05-02,1271,Product_1271,75,North,125,254,31750,5,25
2022-11-24,1234,Product_1234,82,South,81,170,13770,11,11
2023-07-21,1583,Product_1583,88,North,72,465,33480,7,16
2021-11-21,1828,Product_1828,46,North,108,114,12312,11,29
2023-09-07,1555,Product_1555,51,East,73,19,1387,9,3
2023-01-22,1913,Product_1913,73,South,63,461,29043,1,26
2023-02-01,1305,Product_1305,11,North,109,254,27686,2,17
2022-10-29,1476,Product_1476,4,East,100,335,33500,10,25
2021-11-10,1487,Product_1487,82,East,12,253,3036,11,11
2023-08-20,1079,Product_1079,87,East,101,437,44137,8,11
2021-11-26,1285,Product_1285,41,East,16,27,432,11,10
2022-06-06,1560,Product_1560,64,North,78,373,29094,6,2
2022-10-19,1097,Product_1097,1,West,84,378,31752,10,29
2023-05-05,1477,Product_1477,89,East,139,26,3614,5,24
2022-12-31,1916,Product_1916,9,East,1,298,298,12,1
2022-07-29,1405,Product_1405,39,West,26,325,8450,7,3
2021-11-15,1942,Product_1942,65,North,110,386,42460,11,6
2022-06-02,1536,Product_1536,17,West,23,334,7682,6,3
2022-07-23,1725,Product_1725,67,East,58,35,2030,7,27
2023-06-20,1567,Product_1567,87,West,33,41,1353,6,11
2022-07-30,1254,Product_1254,1,East,34,413,14042,7,29
2023-02-12,1959,Product_1959,24,South,35,303,10605,2,7
2023-01-15,1667,Product_1667,77,West,157,84,13188,1,30
2023-08-09,1486,Product_1486,20,North,7,93,651,8,10
2023-03-19,1672,Product_1672,64,East,54,163,8802,3,2
2023-04-19,1193,Product_1193,20,North,110,260,28600,4,10
2022-04-29,1515,Product_1515,76,South,96,171,16416,4,10
2021-12-07,1463,Product_1463,81,South,8,104,832,12,2
2023-03-15,1779,Product_1779,85,South,80,309,24720,3,14
2021-11-05,1912,Product_1912,40,North,143,412,58916,11,23
2022-04-09,1503,Product_1503,88,East,13,310,4030,4,16
2022-05-27,1035,Product_1035,30,North,81,82,6642,5,7
2022-03-26,1015,Product_1015,23,North,56,30,1680,3,19
2023-02-08,1998,Product_1998,23,North,113,299,33787,2,19
2021-12-04,1918,Product_1918,56,West,56,489,27384,12,27
2022-10-27,1967,Product_1967,47,South,123,102,12546,10,20
2023-03-21,1888,Product_1888,17,North,90,308,27720,3,3
2022-01-26,1648,Product_1648,2,East,39,241,9399,1,23
2021-11-25,1589,Product_1589,88,East,99,280,27720,11,16
2022-07-26,1822,Product_1822,33,South,103,39,4017,7,20
2022-10-03,1072,Product_1072,15,West,90,183,16470,10,19
2023-02-28,1319,Product_1319,32,West,133,156,20748,2,23
2022-08-17,1942,Product_1942,34,North,4,386,1544,8,6
2022-04-18,1244,Product_1244,60,West,112,448,50176,4,26
2023-06-18,1857,Product_1857,86,East,6,109,654,6,28
2022-01-26,1739,Product_1739,31,West,22,187,4114,1,18
2023-09-19,1194,Product_1194,15,South,18,447,8046,9,19
2022-02-12,1757,Product_1757,20,North,119,387,46053,2,10
2022-04-28,1905,Product_1905,87,South,61,100,6100,4,11
2022-06-29,1088,Product_1088,31,West,93,189,17577,6,18
2022-03-29,1771,Product_1771,2,East,48,51,2448,3,23
2022-07-02,1797,Product_1797,13,South,4,88,352,7,29
2022-09-07,1138,Product_1138,96,West,133,314,41762,9,18
2022-02-24,1562,Product_1562,16,South,155,116,17980,2,28
2021-11-06,1658,Product_1658,15,South,53,91,4823,11,19
2023-05-08,1753,Product_1753,25,East,69,370,25530,5,2
2023-05-12,1396,Product_1396,76,North,47,248,11656,5,10
2022-09-07,1952,Product_1952,28,South,87,391,34017,9,24
2023-09-05,1483,Product_1483,12,East,64,44,2816,9,8
2023-07-07,1386,Product_1386,85,West,35,73,2555,7,14
2022-08-03,1367,Product_1367,76,West,19,451,8569,8,10
2023-08-13,1845,Product_1845,54,South,5,200,1000,8,22
2023-07-20,1457,Product_1457,58,South,72,366,26352,7,20
2022-03-23,1421,Product_1421,16,East,75,175,13125,3,28
2023-02-21,1231,Product_1231,62,South,61,112,6832,2,21
2022-11-09,1538,Product_1538,74,North,63,474,29862,11,14
2022-01-31,1343,Product_1343,10,East,109,115,12535,1,13
2022-11-16,1719,Product_1719,66,West,72,314,22608,11,28
2022-06-22,1137,Product_1137,91,North,45,405,18225,6,19
2022-04-13,1373,Product_1373,52,South,105,464,48720,4,21
2021-11-27,1436,Product_1436,30,West,52,116,6032,11,7
2023-02-08,1154,Product_1154,97,East,95,137,13015,2,3
2023-09-01,1518,Product_1518,16,North,124,211,26164,9,28
2023-04-10,1114,Product_1114,10,West,90,274,24660,4,13
2022-12-01,1091,Product_1091,15,West,52,29,1508,12,19
2023-03-28,1345,Product_1345,26,North,129,156,20124,3,22
2023-03-09,1593,Product_1593,61,South,3,409,1227,3,30
2021-11-24,1524,Product_1524,15,South,94,42,3948,11,19
2023-09-04,1583,Product_1583,6,South,94,465,43710,9,17
2021-11-08,1090,Product_1090,81,East,84,331,27804,11,2
2022-09-05,1699,Product_1699,1,South,104,314,32656,9,29
2023-03-15,1397,Product_1397,87,West,13,121,1573,3,11
2022-11-23,1104,Product_1104,98,West,23,108,2484,11,14
2023-08-04,1811,Product_1811,35,South,64,402,25728,8,15
2023-02-02,1965,Product_1965,89,East,135,386,52110,2,24
2022-03-11,1595,Product_1595,1,East,139,364,50596,3,29
2022-01-19,1539,Product_1539,89,North,21,180,3780,1,24
2022-10-08,1278,Product_1278,38,East,25,73,1825,10,7
2023-10-16,1011,Product_1011,80,South,32,341,10912,10,21
2021-12-09,1919,Product_1919,41,West,108,168,18144,12,10
2023-08-15,1306,Product_1306,12,North,94,143,13442,8,8
2023-09-17,1363,Product_1363,64,West,26,195,5070,9,2
2023-05-17,1661,Product_1661,10,South,20,397,7940,5,13
2022-04-27,1317,Product_1317,27,North,53,210,11130,4,17
2022-02-21,1537,Product_1537,39,East,99,83,8217,2,3
2022-03-18,1213,Product_1213,71,North,86,290,24940,3,1
2022-08-29,1313,Product_1313,70,South,33,32,1056,8,5
2023-05-12,1454,Product_1454,45,East,121,46,5566,5,11
2022-09-26,1398,Product_1398,11,West,28,450,12600,9,17
2022-08-20,1751,Product_1751,24,East,82,153,12546,8,7
2023-09-11,1221,Product_1221,57,West,51,469,23919,9,9
2023-09-01,1579,Product_1579,40,West,140,420,58800,9,23
2021-12-12,1261,Product_1261,89,South,146,197,28762,12,24
2023-01-06,1495,Product_1495,37,South,68,450,30600,1,6
2023-06-24,1622,Product_1622,3,South,31,375,11625,6,28
2022-07-10,1129,Product_1129,68,South,31,107,3317,7,25
2021-12-11,1158,Product_1158,68,West,73,420,30660,12,25
2023-05-14,1791,Product_1791,1,South,39,413,16107,5,29
2023-07-01,1290,Product_1290,94,East,103,376,38728,7,27
2021-10-24,1814,Product_1814,79,East,21,396,8316,10,4
2022-01-30,1542,Product_1542,45,North,101,285,28785,1,11
2022-05-03,1088,Product_1088,31,North,90,189,17010,5,18
2022-10-04,1967,Product_1967,37,South,79,102,8058,10,6
2021-12-05,1331,Product_1331,69,West,29,73,2117,12,8
2023-08-06,1629,Product_1629,43,North,103,94,9682,8,7
2022-07-15,1505,Product_1505,85,North,74,398,29452,7,14
2022-10-24,1129,Product_1129,99,South,120,107,12840,10,27
2023-07-17,1206,Product_1206,4,North,51,250,12750,7,25
2022-02-02,1359,Product_1359,71,East,74,140,10360,2,1
2023-08-20,1058,Product_1058,29,East,93,176,16368,8,24
2023-08-09,1095,Product_1095,99,West,70,253,17710,8,27
2023-08-07,1830,Product_1830,96,East,84,95,7980,8,18
2022-02-16,1245,Product_1245,11,West,135,132,17820,2,17
2023-06-15,1458,Product_1458,33,South,67,149,9983,6,20
2021-12-16,1144,Product_1144,53,West,108,210,22680,12,18
2022-09-30,1309,Product_1309,17,East,83,46,3818,9,3
2023-02-05,1636,Product_1636,12,East,37,57,2109,2,8
2022-02-13,1916,Product_1916,1,North,141,298,42018,2,29
2022-02-23,1533,Product_1533,56,North,6,123,738,2,27
2022-11-16,1380,Product_1380,23,East,92,249,22908,11,19
2023-07-22,1352,Product_1352,7,South,80,303,24240,7,1
2021-12-16,1883,Product_1883,78,North,31,428,13268,12,3
2023-07-15,1950,Product_1950,41,South,119,125,14875,7,10
2023-03-16,1284,Product_1284,53,North,125,31,3875,3,18
2022-01-23,1718,Product_1718,7,West,2,253,506,1,1
2023-07-19,1916,Product_1916,78,West,50,298,14900,7,3
2022-02-14,1501,Product_1501,98,North,7,163,1141,2,14
