Monthly Ad Spend,Number of Website Visits,Average Customer Rating,Competition,Income,Season,Special Events,Monthly Revenue
18656.62775394807,4126,2.8897153812660674,294,119.50764433576242,Fall,0,45955.80664755956
7052.810096575149,1714,4.245517615853947,149,174.12682975056435,Winter,0,43606.58780319738
13680.797219309952,4187,4.262470345746647,218,179.3314431597289,Summer,0,45092.116534223744
3504.159385683451,3929,4.001372748140081,381,182.7664123360443,Spring,1,86644.39590469598
14610.216878252746,5050,2.151335048560292,314,119.64650542220652,Winter,0,49249.14473410812
6498.715765996821,7308,2.979886477645428,364,109.38449024867836,Winter,1,72741.4869130883
4480.635878135219,5345,1.744846380746893,343,71.5385868053333,Spring,1,36330.59457569676
12143.74576139158,5042,1.753598091131217,279,177.23318729329898,Spring,0,54975.61926879283
16749.860555129897,5454,3.954368884971765,485,176.80772690437755,Fall,1,106239.57559200564
1089.2140476583943,2966,3.1063370399913515,341,68.41064416774444,Summer,0,11397.321648769675
13878.514199128373,4770,4.54673288338981,287,46.64349846799255,Winter,0,19582.534764417407
14968.686420329304,2258,1.1264217712816222,322,185.23570009747192,Spring,0,63491.01378121368
5726.309726879203,7162,3.4366450574225724,365,119.8673501039001,Winter,1,72500.99748014261
11946.9893539389,3737,4.846300577200326,482,139.1578872391135,Fall,1,90397.10461429124
12248.79669416494,4517,1.092946506835447,221,49.05380278453451,Spring,1,43973.03107571235
11872.786210026594,3243,3.124415083874516,445,76.79892351639614,Winter,0,50692.01338653691
19102.231218822715,2877,1.2146516251663564,329,179.7307106035948,Summer,1,72605.53289144656
9495.38219373492,4555,3.349954098926893,407,112.30375379241237,Summer,0,66383.39429076471
17081.76477695143,3282,4.0904165745312095,227,130.76040149249826,Fall,0,50807.80489486403
14290.10623103258,5101,4.099461796900751,424,39.44119401386337,Summer,1,27712.794791469023
6651.302066247539,1411,1.121153640623627,178,193.99117878196225,Fall,0,45503.981097003445
16462.158574347068,7652,2.6277856010863574,212,113.71262786874615,Spring,1,65533.28646162952
8533.609076092707,3070,1.178038508594482,240,57.24597287971002,Spring,0,19749.54382928389
17740.960745112072,5119,1.991354587963079,366,87.62506530019587,Spring,1,50300.27914871206
12044.184580081315,4574,1.771522811031793,265,117.26224778400342,Spring,0,33341.602576349535
17752.9718752422,3475,1.860730316968629,148,53.54743253963242,Fall,0,7004.658766590923
14158.100211477553,3224,2.3564736561381143,278,63.42996016917432,Spring,0,27261.252354574142
14779.83131657317,6872,2.109672167343993,221,185.70247380333055,Spring,0,65513.83411727631
10525.163256607342,3948,4.8491196453103935,373,178.33394032923806,Winter,1,81802.50881775879
13235.81378536311,3397,4.576690061171888,307,77.4296439184364,Fall,0,44881.40753966301
9053.245922605414,3705,1.7241666860837004,259,138.04933808949474,Spring,0,41680.13739487238
12521.471068430565,5944,4.0549874687528575,343,74.15812011433142,Fall,0,49306.23443034373
1364.6707678773369,6860,1.245382144098571,281,30.354259389808576,Fall,1,27269.753876509487
6729.921516816437,4649,2.851044917877365,332,149.2064763258796,Fall,0,62951.59049434179
13543.297212361016,2156,1.0220417609421035,40,62.82335753978083,Winter,1,24262.72623578272
6511.4745369984375,8995,4.241163052277744,309,85.24244236532209,Fall,1,78283.49143537194
12742.29315097799,3286,4.801944144151136,341,78.26919403677948,Summer,0,24738.700304230937
9146.605317969555,1916,1.1404294833085826,280,55.90276364344067,Winter,1,22779.221375642504
3574.007220226554,10188,4.735385445893257,366,53.066467843806656,Winter,1,61315.013748402525
6667.364193164584,4191,4.095415565965412,373,54.635294194937885,Spring,0,30747.337541665915
11829.333303324032,2076,2.4354463151711814,430,194.4735865022474,Spring,0,86508.93154546185
12226.582463715293,3633,4.635506204891221,310,153.56465016393935,Fall,1,81794.76867137858
11912.179728141997,5735,2.185029085003604,108,189.8128143230078,Summer,1,39142.0572939222
13410.81557728554,5380,2.637181248939048,71,127.16178815506083,Summer,1,35969.18968645748
13389.962130032089,3296,1.3868450487680866,139,86.27148905736006,Summer,0,17546.72112805765
9196.950273245506,8645,3.627755847600576,296,57.86756452518371,Fall,0,22920.026169919867
18034.3853211702,3956,1.1184033149690875,284,112.17057022783185,Winter,0,36677.55103569346
17946.54374529777,7658,4.284950403796444,226,119.83471219975372,Winter,0,39602.31155720732
2904.310858933721,7060,3.8763080942201182,274,55.145722388132825,Spring,1,28297.85141646387
18470.1696611488,905,3.2382821364791368,296,119.9153818362127,Summer,1,59461.867760418645
14570.584691433118,2546,3.338578391151456,340,37.21976361009747,Winter,1,35979.85597411895
19978.093124789462,6934,1.3650828834271125,350,92.76076049686898,Winter,1,48098.91077986714
17494.39508999607,4472,2.526088828283329,228,53.58044637811084,Fall,0,32466.621693020497
4087.3657588511214,5705,4.470323405366588,176,119.22959866182836,Summer,0,41692.51420457033
12695.63172139304,4694,2.252395526943961,249,121.60265870379313,Spring,0,43852.78302698602
3352.5796741393888,2402,3.3063803094540987,381,184.5903691189274,Summer,1,65926.16012264907
17112.156357122454,7552,2.7062855988047776,354,109.32699352898646,Spring,1,59133.843059680046
16339.060215775204,7650,4.505047753001252,190,43.31965032238273,Summer,0,28323.588998578176
11812.914033677273,5410,2.015666667956756,351,54.80933996523122,Summer,1,31830.76234064737
8736.482647293993,5090,1.3152094412378417,308,76.85346882208627,Summer,1,37040.442465951644
2314.172913647623,9679,3.9946228839325584,250,165.82218298500715,Summer,0,71938.94856526592
14251.146689746707,4447,2.651586467633286,159,73.3684158564552,Fall,0,18936.69312757087
9617.310970883307,4480,3.356393436505166,282,133.6029796028043,Summer,1,38511.57926233715
14719.05638993661,5728,1.1055573268534045,367,43.3248872493296,Spring,0,22939.458952574583
17461.264192643954,7942,4.808439165589608,83,64.3647213296972,Spring,1,26551.937146539945
19534.90859505483,8185,4.510473509539906,260,135.25428038827368,Spring,0,55404.418410979386
17260.26350545961,4482,3.49547160230911,525,46.68358815103498,Summer,0,25563.76558901259
1222.5675995150375,5616,1.0681193684504722,367,151.64224032982958,Fall,0,64907.56881639122
7839.583225088914,2243,2.5119058959315064,325,106.34703443719782,Winter,1,38184.06717067779
14869.820686057104,4376,4.915186150968596,226,77.52779273559315,Winter,0,39727.43013080892
4260.96386796737,3319,3.7253214349609385,232,178.5630428849913,Spring,1,55067.607255097886
10899.695517878456,2986,1.6439514452536763,291,144.43688497611916,Fall,0,55667.75519793156
2032.421778445819,8363,2.8423869946180025,460,40.91134500020011,Winter,1,46257.34603808123
4799.933973031601,3415,4.866950975373944,346,143.93359844167236,Spring,1,53892.266117660256
1351.9140947516655,3936,3.1388326976663734,212,63.724470220478,Fall,0,24164.420780361437
16080.256363790992,5731,1.0984581121192982,417,186.44401513582764,Spring,1,112810.46870159512
7561.681933241151,5962,2.0848661237246398,469,134.83722457170535,Summer,1,92104.07608826755
18633.544575846227,10518,1.3953838075076177,243,71.20910570668748,Fall,0,41653.337355904405
14383.873636547123,4850,2.611633778927572,199,190.16830194767675,Spring,0,35767.67779989556
1604.939661094849,5517,3.2340923897289797,317,85.15942323960311,Spring,1,52078.038443735386
4129.188973460343,5551,1.0681628721912109,398,130.23821572431456,Summer,0,74245.97615925719
12808.089628495509,7870,3.23618723454379,403,52.01659396865279,Spring,1,44969.37077125157
11967.343183479185,6014,3.0448125873585496,315,111.49324947894976,Winter,1,58863.20467897097
5519.963606115663,4767,4.17563353239504,201,133.50216916588516,Winter,0,59043.49282799577
18750.065960571083,3105,2.6941992672615886,249,161.01835214739546,Winter,1,48881.09476983006
12665.353163352023,5488,3.213801718679545,98,124.70147395073307,Fall,1,50323.96723921916
11177.023257474208,7802,3.968037216228505,208,149.61180485348615,Summer,1,72668.02687498773
12208.289550736848,4179,4.5885834871277815,282,176.04385580405778,Winter,0,49948.43250209678
14872.318560818623,6057,2.52013830409475,338,80.75464663262102,Winter,1,48908.23468817568
6926.954914112435,5492,3.406533983132586,266,87.82837876818978,Spring,1,43768.55376570599
8566.200182105746,6727,3.778443613665527,294,35.02755469660632,Spring,1,45892.95895505836
4987.031230527321,3390,1.1730827057687847,260,124.22450818712132,Winter,0,52191.5960615894
4537.667111726387,9693,4.20304203394454,375,195.16025781891287,Fall,0,112102.61626918284
18943.07540969474,2441,2.509720740861576,210,155.13745888114732,Fall,1,29724.507499051942
15051.465105936464,4268,3.68095576577444,383,198.7395384845399,Fall,0,102858.3293975282
10318.717363733776,6876,2.886656264819796,496,107.2398529807444,Fall,0,76024.72422812479
5832.773153637466,6659,3.897323916943116,247,57.40540628456908,Spring,1,49816.92382734797
2102.5540461536366,4007,1.7662840539458693,246,101.74109896348727,Winter,0,23842.800342554063
9253.915885604294,4850,3.648696937145802,420,139.41435836196695,Fall,1,85095.01185944297
6924.121757887949,5024,4.405293751528349,187,106.55304986731213,Summer,0,28864.10131473345
14230.52628749373,8138,1.9422688020198997,204,35.052771300727656,Summer,0,24022.16415509804
4412.469873633061,6593,3.5353004526208944,172,144.9315186952019,Winter,0,39773.16124205832
2277.742997801723,6937,2.0409863091670437,378,106.22884057967568,Fall,0,59241.40369763039
13908.46269647278,5451,1.6171111106320142,410,175.55045995974703,Winter,0,73665.02303233184
9620.24004656486,7778,2.2484840611267995,230,75.7964411585636,Spring,1,46162.23312892805
11195.00501106572,9028,2.0318351127916747,320,134.70837446980596,Spring,0,51231.567017791866
18036.7545677665,4386,4.027331041894051,375,173.7809946625256,Winter,1,85262.37719234239
19816.440000537383,4187,3.932437215387193,310,167.21560658183284,Summer,1,73776.1762509842
5121.0427035710045,3271,3.6787396034213353,204,70.58302329573758,Fall,0,45012.90195461269
13598.485858901917,4712,1.8655164578339511,152,38.68526101179717,Winter,0,-1526.3736696205597
6003.125158005862,4235,4.447227229756359,401,77.06072435669932,Spring,1,52280.33595865785
7080.325865626889,4276,3.5974909225175438,189,81.74147939257865,Summer,1,31830.169173643964
8285.813989266062,7129,3.0027683960822484,323,118.53793629813502,Spring,0,63654.621560563566
12178.025157518508,3124,2.1342308604104154,362,140.55422636366427,Fall,0,74033.61892519148
16789.92064948762,5866,2.144590415986417,331,94.24218960456322,Winter,0,42535.61122630244
12950.655028231826,4188,2.2536820909396527,225,64.72809680738143,Winter,0,25707.33521890616
17580.36245350051,6448,1.763400016656616,401,126.78202564317596,Fall,1,80419.43326553071
6197.29866149708,7770,4.607694530517271,147,157.9022719989897,Spring,0,38377.78202161338
16162.88984433871,4393,4.433592536186744,392,148.14178692244153,Summer,1,81130.96050278835
4527.0829418130925,5882,2.846557445275347,408,175.68737468437283,Fall,0,94905.9498714063
19103.041482466942,5357,2.469005650240682,457,74.85739418585871,Spring,0,37586.10837312183
14062.27725136849,3401,4.756313426188394,265,115.51167147741376,Fall,1,32622.29478812746
5094.64586515761,5481,1.8894938769312404,200,113.0343586365705,Spring,1,42470.22703201557
19000.04121928956,5578,3.2141678378672065,379,84.6690390893431,Fall,0,56176.99830603763
14886.260328633,5825,1.2179926221686506,230,146.69156772574974,Winter,1,37301.69755260878
10845.8135646826,2704,3.648734611376679,209,36.225259607760506,Spring,0,15454.069116756138
1487.5916430361,4283,3.3239832746929587,332,95.99057432706482,Spring,0,54149.82409164336
4941.931433381078,6111,4.478405663997159,160,133.24445874609802,Winter,1,44671.66097036282
9069.02390627862,6784,4.973620883290987,359,102.141894801083,Spring,0,47113.16468333493
9807.933062931404,5209,2.8603671365750354,126,36.59610453523514,Winter,1,21043.65064089939
6274.945419599906,5456,4.33573867781641,294,177.4172862987067,Winter,0,64910.67133369191
3233.1052632786286,1363,3.073351149813736,381,79.8727156955213,Summer,1,33461.387264083256
10830.203035928169,4901,1.7122635450228736,64,32.008318319149126,Winter,0,16608.841538243894
3509.294020557913,5478,4.891734469120856,199,45.98405968779283,Fall,1,36563.15290819791
14620.33394265928,2999,2.35374967911499,310,174.82026795245244,Fall,0,61938.67502309366
8525.13435333858,8347,3.4616936238535336,451,161.88852411967926,Winter,1,86278.15842188914
11743.00492531167,5323,4.514376950099808,378,155.45889150884557,Spring,1,80598.45247672524
3752.107427524168,3418,1.4605514007057274,247,42.67011427542346,Summer,1,29686.807941310857
7756.642019149157,5448,2.412855068235202,190,31.117457200603774,Fall,1,15092.54902396824
15224.608777160398,5194,4.413797333395829,236,63.818780735604406,Winter,1,28667.52445874405
18170.67505517273,7031,2.4250127101515977,260,39.56820301272418,Fall,0,49325.00853996565
11491.656928525725,4165,4.945316252006355,302,71.63550437596749,Spring,1,43810.26008141332
12105.045310159609,2805,3.1052864478053253,354,165.80516700614066,Winter,0,80585.03629626309
19276.79119239735,8424,2.8829286198209263,313,39.57287079543462,Summer,0,35537.2660500116
6550.803009058428,3415,1.0586632838882832,265,197.3733698340345,Winter,0,40865.53641859442
5575.74681839349,2908,3.800815074939745,247,141.78915018938625,Spring,0,40975.29537269037
18661.05701905162,3962,2.2600983084586272,349,162.06853577675403,Winter,0,68819.35643525391
15917.905328439618,5275,1.2883206294460674,427,73.74519880001287,Fall,1,41385.78231918517
6352.872009325032,4586,1.358569904394948,220,142.95224620711832,Fall,0,34645.45007829365
2215.150056298641,6507,2.044875810813686,160,115.9627538074879,Winter,0,39480.37704526922
10226.924322757835,7130,2.624149210131074,337,60.13339174355303,Fall,0,43170.78835901105
19269.832936288472,1448,1.5589206061590644,186,193.62709002976976,Summer,0,52634.33730108406
5402.3309029528855,8338,4.530343894928986,211,123.97980046730454,Spring,1,55981.64080409683
19037.05762589795,5603,1.3208266493203142,286,103.39098288859049,Summer,1,49627.4635167613
18886.176389423475,6216,3.0305418788710163,402,191.6018050498197,Winter,1,116445.22101581476
16184.849159695445,7229,1.6556396004390614,258,45.57435463918802,Winter,0,25493.61702092454
6567.385405648138,5871,2.6980219174274,320,175.09544503762473,Summer,1,75350.34125938649
17129.927550945446,3801,4.227805150285334,424,160.29003727282642,Winter,1,96702.26352318078
12739.657146432952,5066,3.8752628441501673,370,81.8014097194875,Winter,0,48895.542617733096
7597.436840712172,3560,3.136624082343509,279,40.63463307202232,Fall,0,24783.788170048854
3814.676358015136,3212,4.208591815951181,243,113.88937981565952,Fall,0,44744.53704666374
19654.75840654681,4687,2.2916284253482075,367,141.2963204045929,Summer,0,63778.65320825668
10089.035833759774,7098,2.3829833803594584,296,83.0730334437871,Fall,0,47906.56354474914
10450.435944474591,11341,2.6020418543260218,282,41.75908230647352,Spring,1,54504.37873145993
13149.977811575747,5378,2.643662937192356,389,73.71725259281999,Spring,0,57448.49530064588
8003.107516462733,2303,1.413012882663898,280,112.24120131654684,Winter,1,50766.41507172141
3601.10516202638,7529,3.0763957573274543,216,84.07808121208498,Spring,0,28027.74554594396
16620.236930690666,4398,1.3872128770761023,390,100.6642155991788,Summer,1,56514.71319275525
4607.110326152401,3678,4.559048543279056,308,45.83118501152553,Winter,0,19122.371936024538
10715.060668382665,5419,1.2473791328931725,196,32.42650239358639,Spring,1,19372.498723331173
2859.0452053866466,5444,2.138776265561722,309,43.27899679515096,Spring,1,31008.948952086757
17381.638831011984,4823,1.6194776626179164,533,79.78017791498299,Fall,1,61876.19016294209
18224.5544852024,5134,1.5837915607260524,452,84.61466523603212,Summer,0,68836.30842145649
15706.899321274135,5032,3.5310625644252407,294,140.85164530075855,Summer,0,55655.900869608406
7329.757888544196,5568,4.170220669321784,155,110.26231985035558,Fall,1,45443.08314009735
2540.926409771939,5830,4.093328881479548,142,38.6722156222309,Winter,1,22816.91278437941
8737.582256862339,2937,1.3691183906534463,422,99.42171053746226,Summer,1,54998.079641191296
5412.448701247912,2140,3.742050876183105,366,35.074168919159845,Summer,0,13963.384996763269
2015.11645394968,2134,4.4486650681681095,294,159.57124599907772,Winter,1,52940.02732332931
14786.292920000997,5175,3.0321773554599467,227,87.67969602796919,Summer,1,36050.57038626696
1217.1217138755896,6877,2.8443760012134294,278,69.90587310238018,Summer,0,38296.42565577722
2702.4576505335026,5656,2.322468285245118,174,186.18145300782916,Summer,1,37571.96274388049
13768.908339724374,4197,4.380951984014043,266,98.76927441089148,Winter,1,22136.2676475752
17350.472302747083,4197,4.487873584600585,344,113.93477379000716,Fall,0,44526.42217497742
3498.173186531425,3285,3.4459412956658784,265,176.37330510848153,Winter,0,55558.24494623739
2052.112088002761,6354,4.983320013645595,245,69.09443194523169,Fall,1,31859.21772149964
6730.374055137907,5103,4.268994336162047,309,94.86079881190416,Summer,0,60441.29356271176
5980.244835553886,3241,3.468951786472592,405,39.72107395764444,Winter,0,23576.741569108064
9666.670769209111,4537,4.65759554719154,243,136.11081758091603,Winter,1,28778.32958178144
13982.345375405928,1722,4.254326726604248,401,188.9091854371572,Spring,1,81377.6917560377
14216.883467138288,3533,2.994557410960162,444,97.35350848352913,Fall,0,40712.57554418557
6386.858085061166,9299,3.3648811416295272,399,195.1976838284527,Winter,1,91154.12790009644
8218.61216210229,4819,3.92517123681208,462,131.63879159358223,Winter,1,84418.15232481391
4441.868273001158,6463,4.385704655915459,429,65.91194057981335,Fall,0,69626.88463826549
2080.113452231566,5696,4.099215428644604,460,138.80774273882912,Summer,0,75258.1083098668
14242.94759277476,6326,2.790013759912808,320,143.2663815033903,Spring,1,59146.18903309968
15795.212522880964,2790,3.643194241206163,257,138.4671074204605,Spring,0,23953.487249470872
15770.74367512631,4938,4.058532043835401,73,62.23437478753752,Summer,1,35711.99048810589
5929.028722561744,8157,3.1580077001097933,167,65.4127997115149,Winter,1,26187.37872543445
8102.449620718668,3408,1.6340594023215962,255,71.04871864307157,Winter,1,39613.83728658623
12164.393068731391,3867,2.6381073260730643,261,154.6089656397117,Fall,0,64528.16471586767
6183.616146064874,4384,1.307491975009519,284,114.89026910593644,Spring,0,41810.2624619389
8046.203185139886,5538,3.7572027646210553,199,144.11344764916964,Winter,1,38370.993544756486
4744.031323527153,6049,4.814824727852334,140,165.89177977152153,Spring,0,12785.600219666425
9737.26179136414,7534,4.181011248896748,286,125.89181846821558,Winter,0,62338.48859818916
1847.633723828168,5998,2.559145691148475,281,110.0939769559952,Summer,0,67017.99001544603
16196.121806841742,4875,3.3371659840219774,219,98.4275664891502,Fall,0,30943.839747111782
2462.172492746022,7518,2.2168027033874766,225,121.16468791658647,Fall,0,49289.04076107778
10857.867827798997,6408,3.16418239821986,205,55.42834166591082,Spring,0,24008.44566997209
6829.391891358726,2008,2.202907623138561,260,163.69573546661115,Winter,0,43053.91275860117
11973.316027796134,10052,3.95329902719444,214,185.1690702919664,Fall,1,84647.73475332963
19229.23347583508,8539,2.037366031948102,425,168.1020561285837,Winter,0,93231.77052846955
13265.834644664072,4663,4.856081561735578,324,169.72224633246103,Winter,0,69971.01329146384
9177.646350653164,7648,1.275111390735375,271,59.86034967110356,Winter,0,34489.99949285895
10690.320194046752,4655,1.0431110540227726,181,199.28816401215644,Summer,0,30831.918975155622
11187.372399365588,6460,4.988185376820402,401,141.72158437859096,Winter,1,78598.84670824146
13946.45770147292,7209,1.882022312863174,438,101.55760089358252,Spring,0,78667.48573635891
6274.325856903555,2970,2.2502509938287103,425,180.96405488539608,Summer,1,98366.4512730913
3448.350743860084,3795,1.8336560568084332,185,128.99971640816864,Spring,0,27839.159232041864
8460.837854394793,6842,4.71240708988473,290,198.9161665424953,Winter,1,83444.64001070568
19171.70873312303,5921,3.608051438674456,259,157.8525280565347,Fall,1,74895.51766629063
4555.486943266051,6847,3.017545294224443,356,92.47682057415344,Spring,0,53187.29923817509
18175.6951436365,4734,3.230603257970281,199,156.235578301425,Summer,0,69658.21372162552
9681.31701126955,1002,3.456700009455365,258,83.20843222205562,Spring,1,34853.39268504572
17758.7867943679,2707,2.678401453819728,315,180.30979094566047,Fall,0,54963.17952124569
9713.475273603131,5094,1.7969125856967167,369,53.93003578243992,Summer,0,15658.66367754725
18176.8434651182,4743,4.140265516468647,382,111.45365026540672,Spring,1,54462.58237559789
14110.47538363332,4456,2.661579830038108,278,145.28650258960494,Spring,0,58308.76641404207
14292.819030759818,5434,3.0330855001847854,175,199.55012578240604,Summer,1,48397.705387523296
7226.687629585259,5156,4.149865916723585,182,43.25942830038916,Fall,0,29752.78237478584
13085.160053495683,5292,4.864884540496658,252,168.962166453659,Fall,1,57428.96301004281
5560.385194214481,2037,4.172114668780447,128,77.97424502328325,Spring,1,26080.79699919752
4050.237627219872,2454,4.305721621259915,361,73.37652890904377,Summer,0,21140.161444898196
16131.438015829302,8037,4.815681866814911,312,105.0307958759702,Fall,1,63862.167264243486
19224.165457669227,2657,2.5554025153728297,159,96.95564879085909,Spring,0,19112.454321811765
12228.699141150011,4463,3.774366963182414,383,65.96931426218399,Spring,1,55918.69478342511
17296.730239677538,4660,3.693833934162523,313,113.94608075595704,Fall,1,54854.73304116673
9687.245613723284,4731,4.811747178244078,172,168.1679118771946,Fall,1,42136.77992402641
11939.272078852577,4614,2.165446114503968,269,143.3495846196565,Spring,1,55095.87397888144
4028.8748055301626,6062,3.28018751237107,316,69.40722234503042,Summer,1,32715.96048772417
12949.070342172308,5478,3.983054936385313,271,52.881542531354704,Fall,0,16699.15412676023
2191.5460884435684,5110,2.7375290048855603,206,44.956456259005336,Spring,1,21078.463931869926
9056.612785906997,5597,3.301586446643572,327,120.05927903890374,Summer,0,46790.677193326985
5914.997270898746,8297,2.8684342301928423,160,64.37013616472257,Winter,0,31419.63367755773
